# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = mei_hr_model
# start_datetime = 2024-11-09 16:30:10 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 2000
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.99
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 11
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /tmp/RtmpEx394J/standata-214b7c601103c8.json
# init = 0
# random
#   seed = 232
# output
#   file = /home/TOP/kbrock/long_spatial_data_enso_lomas/./sample_output_dir/mei_hr-202411091730-1-2550f4.csv
#   diagnostic_file =  (Default)
#   refresh = 250
#   sig_figs = -1 (Default)
#   profile_file = /home/TOP/kbrock/long_spatial_data_enso_lomas/./sample_output_dir/mei_hr-profile-202411091730-1-6fbed2.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --O1 --name=mei_hr_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,am.1,am.2,am.3,am.4,am.5,am.6,am.7,am.8,am.9,am.10,am.11,am.12,am.13,am.14,am.15,am.16,am.17,am.18,am.19,am.20,am.21,am.22,am.23,am.24,am_pred.1,am_pred.2,am_pred.3,am_pred.4,am_pred.5,am_pred.6,am_pred.7,am_pred.8,am_pred.9,am_pred.10,am_pred.11,am_pred.12,am_pred.13,am_pred.14,am_pred.15,am_pred.16,am_pred.17,am_pred.18,am_pred.19,am_pred.20,am_pred.21,am_pred.22,am_pred.23,am_pred.24,z_g.1.1,z_g.2.1,z_g.1.2,z_g.2.2,z_g.1.3,z_g.2.3,z_g.1.4,z_g.2.4,z_g.1.5,z_g.2.5,z_g.1.6,z_g.2.6,z_g.1.7,z_g.2.7,z_g.1.8,z_g.2.8,z_g.1.9,z_g.2.9,z_g.1.10,z_g.2.10,z_g.1.11,z_g.2.11,v_mu.1,v_mu.2,L_Rho_g.1.1,L_Rho_g.2.1,L_Rho_g.1.2,L_Rho_g.2.2,sigma_g.1,sigma_g.2,k,v.1.1,v.2.1,v.3.1,v.4.1,v.5.1,v.6.1,v.7.1,v.8.1,v.9.1,v.10.1,v.11.1,v.1.2,v.2.2,v.3.2,v.4.2,v.5.2,v.6.2,v.7.2,v.8.2,v.9.2,v.10.2,v.11.2,Rho_g.1.1,Rho_g.2.1,Rho_g.1.2,Rho_g.2.2
-184.529,0.976782,0.0544127,6,63,0,220.408,0.647713,0.70548,0.8145,1.05935,1.12867,-1.17886,-0.0650687,0.263431,-0.069094,-0.18337,0.19674,0.0510793,-0.633103,-1.24317,-0.244859,-0.773897,-1.46792,-0.380158,-0.473314,0.0626095,1.19822,0.543892,-0.227131,-0.23281,0.275842,0.453732,0.774166,2.15423,-0.518706,-1.5422,-0.462498,-1.72123,-1.03873,-0.486326,-0.256941,0.041841,-0.345372,-0.803965,-0.216249,-0.120606,-0.45586,0.732978,0.0407818,-0.0490718,0.191371,0.420843,0.630803,0.515232,0.706322,1.71976,-0.98705,0.625501,-1.05057,-1.98254,0.222738,-0.811143,0.358746,0.481862,-0.343971,2.20146,-0.551736,1.2086,0.0119724,0.63494,-0.669229,0.176133,1.60682,-0.825166,-0.556235,0.210221,0.260556,0.503875,-0.196917,1,0.207667,0,0.9782,0.390742,0.484521,0.257987,0.671982,0.24441,-0.774661,-0.316948,0.188284,0.860204,0.472252,0.248098,0.0688227,-0.322427,0.0821423,-0.29478,-0.434988,-0.0939126,0.0884143,-0.114543,-0.0399907,0.127283,-0.2533,0.77929,-0.34666,0.144645,1,0.207667,0.207667,1
-184.969,0.9809,0.053881,6,63,0,218.534,0.658763,0.487191,1.28921,0.785362,1.15661,-1.18444,-0.848072,0.280696,0.210667,0.400987,-0.235838,-0.112338,-0.50878,-0.77631,0.0574404,-0.91598,-1.07733,-0.00532248,-0.30435,-0.192162,1.35721,0.475354,-0.601047,-0.253031,0.439656,0.587975,0.731387,-0.163252,1.31943,-0.538729,-2.00573,-1.84668,-0.699142,-0.352899,-0.632296,-1.15908,-0.0775934,-0.542438,-0.53534,-0.436928,-0.793974,-0.156815,0.253549,-0.0141264,1.05487,0.159973,0.477173,0.392885,1.26283,1.09114,-0.386748,-0.672512,-0.612236,-1.3452,0.107407,-0.0972471,-0.536255,0.254232,-0.915654,1.82087,1.23413,0.54098,-0.0925428,0.205383,0.833829,-0.0899865,2.38546,-0.451563,0.639527,-1.17031,-0.402554,0.574522,-0.254582,1,-0.520268,0,0.854003,0.413751,0.317073,0.29434,0.45146,-0.278253,-0.556579,-0.0402361,0.105188,0.753385,0.223831,0.0849775,-0.037232,-0.186835,-0.484216,-0.284722,-0.0548425,0.250993,-0.129166,-0.289881,0.0338047,-0.114301,0.191905,0.660783,0.247663,0.0840533,1,-0.520268,-0.520268,1
-190.311,0.992487,0.0536126,6,63,0,221.507,0.653081,0.48067,0.9167,0.64374,1.19934,-1.06417,-0.332052,0.225941,0.262926,0.253026,0.188239,-0.121441,-0.602945,-1.03803,-0.301999,-0.475858,-1.49458,-0.34891,-0.555016,0.109974,1.19252,0.476922,-0.565764,-0.264126,0.836396,0.111507,0.860972,2.32538,0.211047,-1.09259,-1.37722,-1.18385,-1.49628,0.864708,-0.230018,-0.140716,-0.653687,-1.31214,-0.584468,-0.0019228,-0.410739,0.520414,-0.0137185,-0.319498,0.291532,0.549903,0.0522598,0.683436,1.27271,1.1508,-1.06881,0.150686,-1.43761,-1.25629,0.779823,-1.86088,0.218744,0.196963,-0.134265,1.73877,-0.0310255,0.866717,-0.543182,0.0546853,-0.319516,-0.379267,2.4478,-0.342632,-1.26649,-0.350333,-0.68399,0.611549,-0.136953,1,0.115481,0,0.99331,0.482196,0.239594,0.272218,0.554911,0.0726603,-0.605775,-0.897307,0.0949745,0.838427,0.417927,0.026369,-0.182881,-0.165216,-0.168929,-0.222528,-0.337969,0.150831,0.000571116,-0.0265042,0.0407257,-0.105292,-0.0745289,0.572061,-0.310894,-0.172477,1,0.115481,0.115481,1
-191.21,0.996297,0.0540701,6,63,0,227.297,0.645147,0.651761,1.22155,0.926159,1.22215,-1.50234,-0.30472,-0.0716739,-0.205013,0.0653865,-0.0383794,0.205194,-0.423365,-1.03082,-0.269483,-1.06601,-1.01011,-0.0201918,-0.262931,0.129754,1.38976,0.375142,-0.310725,-0.15277,0.251192,1.30897,1.24959,-0.0108733,1.27043,-0.921267,-1.31875,-2.17401,-0.513241,0.432077,-0.242086,0.559727,-0.414598,-0.760213,-0.164467,-0.0460616,-0.825181,0.864786,-0.366954,0.328775,1.33939,0.0240218,0.588484,0.0128023,0.628585,1.25134,-0.799063,-0.185874,-0.849852,-2.02405,-0.385709,-0.679629,0.256673,0.481838,-0.607071,1.76903,0.162478,0.209976,0.975976,0.222377,0.312086,-0.318723,0.858818,-0.250428,0.734584,-0.480669,0.468248,0.571656,-0.321389,1,0.294352,0,0.955697,0.463197,0.328221,0.397212,0.579619,-0.0860966,-0.937537,-0.314803,0.223186,0.81941,0.0972602,0.103004,-0.147632,-0.115998,-0.222645,-0.129755,-0.284539,-0.316538,0.0148527,-0.143874,0.221876,0.32643,0.119379,0.238601,0.20623,0.100441,1,0.294352,0.294352,1
-196.671,0.985431,0.0547713,6,63,0,230.459,0.640389,0.839512,0.991048,0.674264,1.4621,-1.01656,-0.492499,0.330717,-0.0341756,0.11733,0.216545,0.0872697,-0.43768,-1.16369,-0.09585,-1.15629,-0.872527,-0.068064,-0.488288,0.172597,1.19217,0.484695,-0.387197,-0.214525,0.340059,0.763594,1.8833,0.826926,1.6072,-0.969273,-1.23096,-2.074,-1.22293,-0.275084,0.463587,-0.174332,0.219927,-1.60591,-0.0451067,-0.101174,-0.502601,0.901099,-0.0670781,0.419567,1.44993,1.30592,0.733866,0.0463296,0.729363,0.938604,-0.838682,0.335561,-0.949768,-1.78802,-0.661551,-0.59813,0.643753,-0.197879,-0.198547,1.18999,0.783417,0.488745,2.13763,0.227248,1.09652,-0.282186,0.481768,-0.543233,-0.0949824,-0.358404,-0.74093,0.763696,-0.269439,1,0.267865,0,0.963456,0.510564,0.0997159,0.406199,0.479217,0.171325,-0.912897,-0.305384,-0.10103,0.607568,0.249535,0.116024,-0.144074,-0.277355,-0.182988,-0.0555033,-0.082283,-0.111315,0.0458703,-0.0243602,0.10705,0.21842,0.111415,0.038747,-0.0236351,-0.0807556,1,0.267865,0.267865,1
-198.989,0.990266,0.054784,6,63,0,231.893,0.659333,0.97002,1.33936,0.761265,1.1142,-1.38518,-0.373017,0.184758,0.131201,-0.24091,0.196978,0.0791366,-0.330878,-1.03673,0.0565148,-1.0845,-1.01215,-0.109717,-0.443188,-0.0351066,1.08787,0.644988,-0.222357,-0.0905331,0.289087,0.577741,1.15752,0.56136,0.215859,-1.05781,-0.75902,-1.57759,-0.260299,-0.384565,0.537539,-0.709614,0.249288,-0.997798,-0.0925501,-0.167042,-0.771399,1.26706,0.280375,0.222473,0.994502,0.751433,0.522224,0.719105,0.800507,1.1774,-1.58523,-0.828146,-0.970789,-2.26812,-0.119599,-1.38411,-0.969284,0.622565,-0.727438,1.54074,0.187175,0.71304,0.537466,0.0860781,1.41855,-0.427573,1.68513,-0.0288516,1.33267,-0.908359,-1.13897,0.596438,-0.259183,1,0.516053,0,0.856557,0.475002,0.164957,0.331356,0.559266,-0.393371,-1.07736,-0.657454,0.29572,0.731854,0.338696,0.0408873,-0.203098,-0.0137046,-0.431473,-0.123757,-0.207665,-0.209976,-0.254779,-0.0497865,0.157605,0.13664,0.207761,0.201702,0.185843,-0.238256,1,0.516053,0.516053,1
-203.75,0.992157,0.0551037,6,63,0,238.841,0.688521,0.820584,0.977842,0.786097,1.39739,-1.4016,-0.466137,0.285788,0.630187,0.2037,-0.0165504,-0.153733,-0.503529,-1.06153,-0.0689967,-1.19586,-1.4848,0.0819182,-0.484613,0.113412,1.32811,0.300299,-0.295966,-0.62207,0.455947,0.390332,0.738655,1.11965,0.487413,-0.639833,-1.26893,-1.37806,0.25105,0.124181,0.0297723,-1.29418,-0.0984261,-0.705742,-0.161219,-0.814675,-0.414204,0.669454,0.543295,0.605018,-0.0988806,0.0214425,0.334153,0.867329,0.381587,1.51052,-0.739602,0.579873,0.845308,-1.47659,0.625497,-0.71551,-0.751088,-0.0438305,-0.534464,2.17446,1.10483,0.846483,1.23872,-0.034839,-0.241434,-0.191014,1.43081,-0.765397,0.671157,-0.153473,0.342543,0.621912,-0.327695,1,0.302482,0,0.953155,0.350431,0.218626,0.380715,0.529333,0.203205,-0.517441,-0.250737,-0.0153596,0.761996,0.296634,-0.0122087,-0.0669373,-0.268218,-0.0537816,-0.0542301,0.214496,0.0326964,-0.203832,-0.114272,0.374027,0.314107,-0.052615,0.285527,0.0892426,0.0612314,1,0.302482,0.302482,1
-200.527,0.998773,0.055545,6,63,0,244.7,0.575213,0.434644,1.03184,0.850332,0.987254,-1.20356,-0.268689,0.16274,0.0969559,-0.0718181,0.234666,-0.259763,-0.63757,-1.23616,-0.0738311,-0.891684,-1.44122,-0.213863,-0.101466,-0.116699,0.985081,0.401126,-0.101992,0.0138452,0.300324,1.14635,-0.0765983,0.821326,0.264788,-1.84722,-0.992208,-1.63593,-1.39742,-0.863057,0.300959,-0.665369,-0.15937,-1.041,0.273672,-0.103937,-0.847046,0.594763,0.214457,0.335125,1.0718,0.685337,0.100742,0.203126,1.36693,1.23818,-0.403468,-1.24648,0.38876,-1.79077,0.0359005,-0.673451,0.648368,0.0512155,-0.957512,2.16492,-0.137413,0.691318,0.567758,0.323859,0.883231,-1.48708,1.08426,-0.342784,0.308404,-0.979722,1.22826,0.686728,-0.250496,1,0.245489,0,0.969399,0.346639,0.252954,0.341804,0.429202,-0.432077,-0.620751,-0.233444,0.0177533,0.750445,0.239638,0.112262,-0.51548,-0.118822,-0.33961,-0.0220478,0.0179261,-0.102399,0.117169,-0.231615,0.100741,0.182151,0.236691,0.173531,0.0543388,0.240348,1,0.245489,0.245489,1
-209.356,0.996677,0.0564168,6,63,0,245.849,0.758999,0.751845,0.9667,0.817039,1.09143,-1.35416,-0.475325,0.0152715,0.0150374,0.243279,-0.183967,0.267292,-0.480111,-0.724535,-0.210132,-0.883046,-0.824812,-0.23033,-0.625151,0.155355,1.58424,0.747657,-0.709711,-0.522047,0.552799,0.131562,1.94462,0.795024,0.772261,-0.846767,-1.18797,-1.89907,-0.478221,0.28367,-1.06126,-0.669247,-0.940851,-0.80857,-1.23557,-0.901255,-0.374499,-0.334942,-0.10967,-0.374081,0.71297,0.88564,1.12223,0.411364,0.869727,0.264373,-0.527653,-0.332836,-0.550191,-1.86117,0.385249,-1.35822,-1.08205,-0.205283,-0.0853114,1.15142,2.60974,-0.437411,-0.553096,-0.581222,-0.461239,-0.195735,2.79808,-0.968049,-1.22063,-1.07692,0.843604,0.792361,-0.361159,1,-0.483169,0,0.875527,0.519789,0.241486,0.287211,0.137418,-0.173004,-0.967415,-0.705986,-0.106704,0.598498,-0.227362,-0.302113,-0.101741,-0.503182,-0.559773,-0.142407,-0.0774908,0.298611,-0.0703004,0.00591495,0.417424,-0.0659033,-0.0297026,0.61443,-0.145124,0.304015,1,-0.483169,-0.483169,1
-201.176,0.999489,0.0571608,6,63,0,244.399,0.611863,0.226628,1.1272,0.81054,1.58321,-1.50561,-0.314469,0.0552628,0.413836,0.138737,0.109074,0.203444,-0.581597,-0.941884,-0.0833793,-1.13639,-1.26092,-0.222976,-0.0394942,-0.0494952,0.986639,0.254709,-0.497082,-0.13693,0.43119,0.316952,-0.0456792,0.297398,0.955307,-2.57244,-1.27175,-2.14414,-1.09425,-0.772475,-0.610026,-0.620823,-0.234984,-0.77911,0.134369,-0.131914,-0.376712,0.112161,0.000577049,0.0585058,0.11956,-0.192292,-0.418446,0.192964,0.954878,0.65607,-0.271272,-1.24129,-0.432518,-1.32809,-0.458331,-0.628969,0.244393,-0.448311,-1.0342,1.1901,-1.03633,0.158657,-0.707446,-0.0167702,-1.0265,-0.667171,2.36239,-0.571211,-0.106433,-0.636002,-0.729432,0.645433,-0.329355,1,-0.373688,0,0.927554,0.411561,0.319522,0.344183,0.270013,-0.510868,-0.546591,-0.258859,-0.184507,0.489797,0.065297,-0.00690197,-0.274582,-0.235088,-0.261753,-0.158734,0.0200253,0.022739,0.147532,-0.252982,-0.44924,-0.228612,-0.302225,0.779812,0.0366596,-0.140245,1,-0.373688,-0.373688,1
-197.014,0.999644,0.0580991,6,63,0,235.212,0.670523,0.518113,0.929502,1.00182,1.48721,-1.25324,-0.369925,0.092573,0.0546462,0.0968108,-0.00846051,0.331095,-0.43232,-1.01655,0.290538,-0.890615,-0.941343,-0.191749,-0.290818,-0.107317,0.894957,0.654334,-0.518159,-0.292977,0.343133,0.535559,1.3245,0.169713,1.54644,-1.52201,-1.52767,-1.35851,-0.58364,0.424049,-0.606594,-0.797757,-0.15498,-1.69281,-0.417049,-0.422349,-0.688879,0.44354,-0.258108,0.0843081,-0.0872479,0.22813,-0.453192,-0.0145824,0.725581,0.619764,0.732594,-0.0809921,-0.292665,-0.766174,0.621102,-1.4078,-0.490606,0.332824,-1.723,1.05027,-0.329721,0.432525,-0.253639,-0.0878446,1.30323,-0.240591,0.872404,-0.363441,0.132904,-0.78152,-1.10254,0.655198,-0.206517,1,-0.186744,0,0.982409,0.689581,0.0542474,0.445888,0.427378,-0.0558507,-0.528339,-0.970789,0.229509,0.724248,0.298261,-0.060576,-0.165907,-0.250622,-0.538921,0.0327638,-0.0147765,0.0408621,-0.0118844,-0.0951954,-0.0282115,-0.0178989,0.0703429,0.0489304,0.0107647,-0.0508406,1,-0.186744,-0.186744,1
-193.351,0.99891,0.0590596,6,63,0,230.331,0.642761,0.521659,1.21441,0.735711,0.946515,-1.10873,-0.406704,0.0442869,0.266533,0.1038,-0.182457,-0.438572,-0.479366,-0.958169,-0.426753,-0.653005,-1.35344,-0.355632,-0.456014,-0.0382627,1.63103,0.441027,-0.304598,-0.113142,0.468212,0.419432,0.646972,1.29696,0.342428,-1.24272,-0.917247,-2.79957,-1.44083,-0.37813,-0.655675,-0.801958,-0.13897,0.187767,0.301118,0.602572,-0.313361,-0.399478,0.534491,0.607495,1.53501,1.19536,0.666722,0.589966,1.12786,1.13471,-0.864664,-0.233585,-0.649115,-1.8475,-0.685207,-0.397258,0.357503,0.339586,-0.0845057,1.80318,0.346695,0.704427,-0.723334,0.0376484,0.587921,-0.381874,0.530721,-0.546935,-0.738078,-0.452269,0.286936,0.595787,-0.167781,1,-0.519153,0,0.854681,0.492811,0.209923,0.235103,0.559198,-0.115113,-0.910469,-0.195773,0.167352,0.888625,0.347149,0.0185535,-0.188192,-0.269536,-0.222883,-0.278799,-0.0910057,0.0784067,0.107436,-0.0521705,-0.134311,-0.206548,0.10138,0.136838,-0.0728177,0.10077,1,-0.519153,-0.519153,1
-201.201,0.941566,0.0599818,6,63,0,244.455,0.675866,0.858602,1.02492,1.00944,1.06909,-1.16886,-0.430193,-0.0790463,0.222873,-0.018212,0.0957751,-0.0195341,-0.509701,-0.787029,-0.22332,-0.407329,-1.16187,0.0437587,-0.394893,-0.107213,1.24393,0.589312,0.0256808,-0.354226,0.398223,1.62432,1.0948,1.65403,0.336594,-1.03022,-1.13176,-2.09601,-1.08848,0.560237,0.0281454,-0.313596,0.281708,-0.433994,-0.779905,1.39197,-0.297933,-0.341235,-0.393915,-0.174416,0.665558,0.119978,0.195789,-0.663039,1.91401,1.17242,0.0858186,-0.414506,0.199541,-1.70468,-1.32615,-1.0913,-0.159488,0.393178,-0.586222,1.41861,-0.266767,0.888105,4.36733e-05,0.0068076,1.16585,-0.32399,0.695102,-0.291983,-0.502417,-0.61808,0.932574,0.622662,-0.203537,1,-0.421312,0,0.906916,0.553868,0.0989073,0.399257,0.649366,-0.229582,-0.944167,-0.604437,0.217769,0.785724,0.491893,0.00377051,-0.179448,-0.16172,-0.342335,-0.0411577,0.0351718,-0.0479209,0.0311692,-0.0689685,-0.0830439,-0.0370041,0.104294,0.075852,-0.0328999,0.109408,1,-0.421312,-0.421312,1
-188.146,0.972721,0.0570451,6,63,0,239.301,0.619489,0.525655,1.01148,0.748668,0.860237,-1.09216,-0.260119,0.493853,0.0231982,0.0291434,0.0982159,0.00519542,-0.63741,-1.26791,-0.0208417,-0.844187,-1.02161,-0.319426,-0.370941,0.0585677,1.16448,0.27454,-0.499107,-0.0196522,0.230016,0.0813335,0.683207,0.2858,1.28653,-1.00115,-0.816109,-1.52899,-0.465164,0.206535,0.0559892,-1.06133,-0.98724,-0.853837,-0.660038,0.114317,-0.844573,0.632152,0.931544,0.894072,0.305935,0.419054,0.856367,-0.0570403,0.685143,0.599765,-1.45989,-0.959834,0.741002,-1.19888,0.326474,-0.280394,-0.38804,-0.112017,-1.70434,1.16131,0.309723,0.124253,-0.264922,-0.327993,0.992608,-0.757044,1.48174,-0.676623,-1.60728,-0.742832,1.53075,0.7958,-0.0684514,1,-0.327443,0,0.944871,0.641216,0.249254,0.324857,0.384579,-0.615461,-0.768742,-0.179793,-0.0718272,0.744653,0.0796731,-0.210315,-0.485429,-0.433861,-0.476316,-0.392773,0.252854,0.174737,-0.0685037,-0.392252,-0.0218386,-0.0725336,0.260542,0.410756,-0.323311,0.42114,1,-0.327443,-0.327443,1
-182.006,0.99387,0.0562271,6,63,0,221.007,0.694238,0.643722,1.10819,0.894299,1.39141,-1.42876,-0.639583,-0.0962236,0.143568,0.195319,-0.262037,-0.07355,-0.524382,-0.951849,-0.256497,-0.798341,-1.34058,-0.189344,-0.353014,-0.0659017,1.31616,0.79601,-0.257652,-0.332021,0.631965,1.3034,1.05266,1.36397,0.530809,-1.39368,-2.05266,-1.8734,-1.20935,-0.752922,-1.24906,-0.373585,-0.0696253,-0.859834,-0.0582319,-0.163036,0.0673215,0.254189,-0.311368,-0.412439,0.777288,0.730719,0.499242,1.35402,1.67641,0.734031,0.0573926,-0.15004,-0.8186,-1.31057,-0.358885,-1.13241,-0.0821464,-0.039032,0.188969,1.41558,1.49305,0.351333,0.571241,-0.261904,-0.89234,-0.988212,1.75289,-0.661809,0.356309,-0.623995,-0.98172,0.713183,-0.333727,1,-0.420356,0,0.907359,0.488632,0.303312,0.23228,0.358671,-0.0733143,-0.640387,-0.553334,-0.0190723,0.691699,0.171673,-0.127975,-0.482873,-0.323381,-0.304904,-0.077793,-0.206159,0.0683263,0.121774,0.0569833,0.230422,0.112418,-0.212191,0.608413,0.182441,-0.190623,1,-0.420356,-0.420356,1
-187.409,0.953835,0.0567765,6,63,0,222.177,0.691544,0.141224,0.962154,1.05495,1.30522,-1.42518,-0.457016,-0.110457,0.27023,0.0977195,-0.0320723,-0.127848,-0.463697,-1.1591,0.0455331,-0.536864,-1.36473,-0.40099,-0.440568,0.0160736,1.26689,0.308505,-0.558525,-0.259549,0.0992519,0.343891,0.78124,0.495521,0.469527,-2.22129,-2.10039,-2.23103,-0.552155,0.392777,-0.797625,-0.00342486,-0.496176,-0.925606,-0.355775,-0.198291,-0.159272,0.183888,0.0071768,0.455487,0.509955,0.500922,1.1131,1.22078,1.73783,0.906216,0.525361,-0.429751,-0.241644,-2.174,-0.544005,-1.56258,-0.172799,-0.0851135,-0.426603,1.42372,1.6386,0.680151,0.697811,-0.633963,-0.140088,-1.26845,2.04207,-0.623073,-0.239527,-1.13944,0.158901,0.787913,-0.301542,1,-0.517422,0,0.85573,0.392227,0.396423,0.293623,0.355443,-0.16856,-0.852703,-0.612888,-0.0333839,0.558422,0.266774,-0.248658,-0.497522,-0.244386,-0.446918,-0.00766252,0.00617644,0.261384,0.261895,-0.127258,0.263832,0.0972079,0.0825152,0.952917,0.0465485,0.287623,1,-0.517422,-0.517422,1
-175.556,0.999789,0.0547735,6,63,0,217.317,0.658706,0.640427,0.833907,0.504765,1.12238,-1.15096,-0.590086,0.236276,0.163424,0.123644,-0.164136,-0.0794223,-0.928037,-1.08373,0.120571,-0.893733,-1.15513,-0.272349,-0.0594806,-0.0686669,1.15372,0.60411,-0.153285,-0.124841,0.643335,0.433685,0.241834,0.971598,0.673188,0.0106049,-1.20202,-1.61367,-1.05984,-0.595632,-0.472274,-1.238,-0.32437,-0.606002,-0.311905,0.114835,-0.437318,0.420341,0.439457,-0.36806,0.608176,0.302555,0.462785,0.289135,0.783405,0.647614,-0.327348,-0.630004,-0.693205,-2.06851,1.37541,0.200444,-1.12918,-0.361006,-0.315857,0.959062,-0.123167,0.101164,-0.16206,0.26903,-0.0340066,-0.772885,0.978501,-1.12875,-0.253498,-1.0971,-0.176431,0.792309,-0.253642,1,0.0265958,0,0.999646,0.450685,0.938682,0.210644,0.29187,-0.283933,-0.932248,0.0903374,-0.1627,0.432235,0.0455929,0.121248,-0.348328,-0.508712,-0.494448,-0.290999,-0.666196,1.23897,-1.05456,-0.305397,-0.0916306,-0.149544,-0.0251938,0.898881,-0.266049,-0.192943,1,0.0265958,0.0265958,1
-177.314,0.875994,0.0556818,6,63,0,204.511,0.653598,0.664323,0.761411,0.945303,1.24808,-1.05759,-0.691295,0.485331,-0.248318,0.245207,-0.258363,0.126232,-0.7896,-0.793031,0.194962,-1.00637,-0.995089,-0.383646,-0.286078,0.124941,1.23387,0.320929,-0.517625,-0.137501,0.0545617,0.524881,0.698003,1.23878,0.368105,-0.906864,-1.6864,-1.36687,-0.791016,0.32677,-0.608364,-0.174674,-0.592577,-0.489904,-0.257667,-0.107145,0.117771,0.201623,0.0667704,0.694915,0.517703,0.359397,0.731822,0.72722,0.856701,0.751109,0.0570209,0.162978,-0.749198,-2.22437,-1.37011,-1.07014,-0.639485,-0.266007,-0.577171,1.22209,0.555528,0.23722,-0.106238,-0.964312,-0.312108,-1.3976,0.834912,-0.692157,-0.20368,-1.33903,0.08411,0.860563,-0.28601,1,-0.334942,0,0.942239,0.443705,0.697228,0.25033,0.333271,0.0723141,-0.986966,-0.474825,-0.118029,0.542247,0.105256,-0.42787,-0.620124,-0.307114,-0.594137,-0.137947,-0.530251,-0.38064,-0.170203,-0.317055,0.0795618,-0.125192,0.0201555,0.874883,0.0278315,0.367963,1,-0.334942,-0.334942,1
-178.187,0.982703,0.0491804,6,63,0,213.889,0.653065,0.385051,1.10635,0.918385,0.938298,-1.18491,-0.47064,0.339867,0.141876,0.171041,0.0758639,0.167099,-0.459757,-0.924418,-0.213284,-0.750992,-0.844955,-0.616074,-0.271608,0.220456,1.34538,0.311088,-0.592454,-0.623022,0.521578,0.896676,0.354225,1.10249,0.600002,-0.870139,-0.86636,-1.29586,-1.02851,-0.103317,-0.253471,-0.361944,0.317464,-0.449559,-0.255018,0.150984,-0.554854,0.559108,0.400705,0.0617211,0.502595,0.834645,0.35052,0.897732,0.905205,0.66478,-0.739049,-0.683218,-0.336421,-1.81659,0.316169,-1.56486,-0.462158,-0.0391813,-0.360229,0.847161,0.186489,0.0936647,-0.189684,0.339393,-0.141987,-0.712127,1.24797,-0.850173,-0.679413,-1.21255,-0.167143,0.821457,-0.256233,1,-0.233836,0,0.972276,0.490512,0.464443,0.241437,0.326082,-0.335126,-0.891059,-0.767582,-0.0192189,0.415542,0.0459436,0.166476,-0.349307,-0.41702,-0.594769,-0.405928,-0.077717,0.34006,-0.0387463,-0.158412,-0.00779244,-0.0958272,-0.100976,0.640883,-0.214469,0.0562103,1,-0.233836,-0.233836,1
-179.729,0.9954,0.0490421,6,63,0,208.982,0.602325,0.894935,1.00264,0.737666,1.4593,-1.25374,-0.323589,0.15102,-0.0419942,0.315685,-0.178892,-0.0217192,-0.684996,-1.06043,-0.117523,-0.50368,-1.31771,-0.0633688,-0.509886,-0.145909,1.28863,0.3782,-0.210382,-0.0107913,0.438939,0.916627,1.25207,0.551028,0.759324,-0.604032,-1.12389,-1.20105,-0.486046,0.262615,-0.414694,-0.409045,-0.670415,-0.348294,-0.0050687,0.359341,0.412187,-0.285613,0.322156,0.528026,1.06336,0.0715213,0.72843,0.105105,1.12011,1.03385,-0.930784,-0.381003,0.260104,-0.923188,0.134103,-0.451508,-0.504595,0.288562,-1.04045,1.69264,-0.628548,0.696377,-0.561263,-0.645349,1.32916,-0.643296,1.60456,-0.168409,-0.299818,-0.126096,0.907427,0.5825,-0.0548734,1,0.0552841,0,0.998471,0.583261,0.655596,0.331744,0.603005,-0.222224,-0.538459,-0.263347,0.168307,0.987253,0.40617,-0.376407,-0.37521,-0.0982266,-0.0735471,-0.571815,0.156453,0.0543231,-0.346669,-0.670615,-0.350095,-0.34216,0.846671,1.02702,-0.202363,0.589426,1,0.0552841,0.0552841,1
